#csv_version,1.0.0
#measurement,"{""schema_version"":""1.0.0"",""exported_at"":""2024-01-22T19:04:00.264988Z"",""appPlatform"":""ios"",""appVersion"":""1.4.1"",""owner"":{""first_name"":""Fiaz"",""last_name"":""Shah""},""data"":{""id"":17374,""name"":""Bacon Sticker 1"",""measurement_type"":""take a smell"",""started_at"":""2024-01-22T18:30:46.996Z"",""stopped_at"":""2024-01-22T19:00:38.238Z"",""connection_type"":""bluetooth"",""measurement_size"":""345.6"",""measurement_duration"":1791,""fan_state"":3,""comment"":null,""device_info"":{""id"":754,""mac_address"":""10:97:BD:36:79:14"",""serial_number"":""SI2205-1474"",""device_type_info"":{""id"":1,""name"":""Smell Inspector"",""version"":""B1""},""device_firmware_info"":{""id"":4,""name"":""SI-Firmware"",""version"":""2.1.1""},""detectors_info"":[{""id"":2430,""detector_position"":""X1"",""detector"":{""id"":2421,""slot_id"":""10"",""batch_id"":""0000018"",""production_detector_id"":""00126"",""detector_type"":{""id"":7,""name"":""Type1"",""lower_bound"":0,""upper_bound"":350000}}},{""id"":2431,""detector_position"":""X2"",""detector"":{""id"":2424,""slot_id"":""01"",""batch_id"":""0000019"",""production_detector_id"":""00228"",""detector_type"":{""id"":8,""name"":""Type2"",""lower_bound"":0,""upper_bound"":350000}}},{""id"":2432,""detector_position"":""X3"",""detector"":{""id"":2422,""slot_id"":""08"",""batch_id"":""0000020"",""production_detector_id"":""00048"",""detector_type"":{""id"":9,""name"":""Type3"",""lower_bound"":0,""upper_bound"":350000}}},{""id"":2433,""detector_position"":""X4"",""detector"":{""id"":2423,""slot_id"":""01"",""batch_id"":""0000021"",""production_detector_id"":""00089"",""detector_type"":{""id"":10,""name"":""Type4"",""lower_bound"":0,""upper_bound"":350000}}}]},""measurement_substance_info"":[{""substance_info"":{""id"":3395,""category"":null,""is_public"":false,""name"":""Bacon Sticker"",""parent_substance_id"":null,""odor_name"":null,""taste_name"":null,""additional_information"":null},""concentration_value"":null,""concentration_unit"":null,""state"":null}],""measurement_events"":[]}}"
#fan_level,3
#baseLevel|2024-01-22T18:30:46.996556Z,26520.92,26485.28,2053.81,2052.18,2051.01,2149.13,2148.72,2146.16,5216.23,5217.33,5214.12,1868.29,1870.54,1872.15,3644.8,3644.65,85039.99,85091.06,10274.22,10277.78,10272.37,2566.48,2572.92,2571.96,3056.7,3056.44,3056.81,4684.31,4689.55,4693.78,13996.88,14004.7,29349.21,29374.18,7156.11,7155.18,7156.36,3493.53,3488.69,3496.99,5643.31,5648.7,5641.54,4517.3,4512.43,4512.87,50799.53,50808.34,3564.04,3564.76,1367.45,1367.05,1368.79,2870.02,2869.12,2866.71,1767.54,1766.95,1767.2,2158.39,2158.27,2158.4,4401.79,4396.76,12.97,27.04
#header:timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,humidity,temperature
2024-01-22T18:30:46.996556Z,26520.92,26485.28,2053.81,2052.18,2051.01,2149.13,2148.72,2146.16,5216.23,5217.33,5214.12,1868.29,1870.54,1872.15,3644.8,3644.65,85039.99,85091.06,10274.22,10277.78,10272.37,2566.48,2572.92,2571.96,3056.7,3056.44,3056.81,4684.31,4689.55,4693.78,13996.88,14004.7,29349.21,29374.18,7156.11,7155.18,7156.36,3493.53,3488.69,3496.99,5643.31,5648.7,5641.54,4517.3,4512.43,4512.87,50799.53,50808.34,3564.04,3564.76,1367.45,1367.05,1368.79,2870.02,2869.12,2866.71,1767.54,1766.95,1767.2,2158.39,2158.27,2158.4,4401.79,4396.76,12.97,27.04
2024-01-22T18:30:49.877623Z,26491.79,26458.64,2051.64,2056.11,2056.15,2146.51,2146.19,2146.4,5212.47,5218.51,5225.02,1873.21,1872.24,1871.08,3645.44,3644.93,85082.45,85076.38,10285.84,10279.64,10282.96,2569.95,2569.65,2569.07,3056.69,3056.45,3056.15,4689.54,4689.24,4689.02,13989.83,13997.03,29305.82,29351.29,7146.01,7156.14,7164.56,3497.96,3493.29,3494.92,5638.25,5643.2,5651.18,4514.26,4517.85,4514.9,50810.75,50807.96,3564.33,3559.2,1368.91,1366.41,1367.25,2866.08,2865.99,2866.87,1765.65,1765.11,1766.9,2157.71,2157.48,2158.51,4406.66,4401.99,11.49,27.03
2024-01-22T18:30:52.756610Z,26528.18,26497.14,2054.25,2053.74,2051.56,2144.23,2149.19,2149.45,5218.76,5218.35,5218.48,1870.22,1868.96,1873.37,3651.37,3645.4,85081.42,85059.51,10281.58,10278.71,10272.97,2566.77,2573.15,2572.7,3056.03,3055.77,3055.78,4688.83,4687.76,4692.57,13994.44,14006.0,29348.48,29339.92,7155.11,7156.57,7155.44,3491.94,3488.67,3501.59,5644.62,5650.55,5643.76,4513.58,4513.82,4514.81,50814.12,50809.11,3564.14,3565.58,1370.81,1367.14,1369.4,2867.63,2866.14,2867.32,1767.84,1766.85,1766.71,2159.72,2159.25,2156.65,4400.83,4395.68,10.52,27.07
2024-01-22T18:30:55.577895Z,26494.41,26508.45,2055.99,2054.12,2053.76,2145.59,2145.54,2146.13,5225.13,5218.53,5218.61,1870.92,1870.83,1871.31,3645.73,3645.26,85100.62,85095.66,10277.56,10274.44,10279.24,2570.06,2569.19,2568.76,3056.1,3055.86,3051.45,4688.07,4682.46,4688.57,13999.95,13995.7,29380.83,29321.57,7164.56,7156.28,7155.55,3494.34,3494.34,3494.66,5648.2,5644.15,5651.66,4514.24,4519.62,4514.59,50800.15,50812.86,3563.22,3558.87,1368.53,1366.85,1367.34,2864.95,2864.58,2864.91,1766.81,1764.93,1768.98,2162.88,2159.06,2159.66,4395.79,4398.83,9.93,27.07
2024-01-22T18:30:58.428355Z,26434.86,26469.61,2054.23,2053.4,2053.85,2147.16,2146.91,2150.11,5212.69,5218.14,5212.55,1870.5,1869.24,1868.67,3648.3,3647.32,85084.9,85039.3,10274.71,10276.03,10266.71,2566.84,2570.17,2569.35,3057.19,3057.14,3057.13,4692.16,4687.2,4693.11,13989.97,13990.07,29317.59,29323.05,7145.43,7156.14,7143.15,3493.7,3492.7,3493.34,5633.34,5639.71,5632.09,4512.97,4516.49,4512.19,50703.02,50695.82,3561.68,3568.53,1368.78,1369.43,1367.03,2862.8,2860.74,2859.23,1769.62,1768.54,1766.8,2158.77,2157.89,2158.1,4404.34,4399.92,10.01,27.08
2024-01-22T18:31:01.307056Z,26514.91,26479.06,2053.67,2053.08,2050.67,2143.54,2148.0,2147.88,5216.52,5215.51,5215.12,1869.77,1872.76,1872.57,3643.8,3643.56,84982.28,85045.57,10271.42,10274.81,10262.44,2573.62,2572.89,2569.01,3055.73,3055.7,3055.82,4692.03,4687.32,4692.89,13991.07,13990.75,29327.4,29333.62,7153.66,7153.26,7143.7,3500.17,3499.58,3494.75,5639.77,5642.23,5634.12,4512.2,4516.04,4511.77,50804.74,50773.03,3562.44,3563.27,1368.29,1366.85,1366.9,2864.31,2864.16,2864.75,1766.55,1768.28,1768.1,2159.34,2158.31,2158.92,4396.74,4401.85,12.17,27.11
2024-01-22T18:31:04.186465Z,26521.39,26486.32,2053.86,2053.26,2052.34,2142.98,2147.91,2148.18,5217.07,5216.93,5216.98,1869.25,1868.3,1872.6,3650.23,3644.25,85019.36,85037.26,10270.79,10271.91,10269.54,2566.78,2573.02,2572.51,3054.96,3055.12,3055.13,4682.78,4688.37,4692.56,13992.77,14005.4,29347.9,29384.96,7155.92,7153.04,7154.47,3493.19,3488.19,3494.48,5642.65,5648.86,5641.73,4513.26,4509.16,4508.82,50770.22,50776.46,3562.8,3563.42,1367.34,1367.13,1367.62,2868.6,2867.19,2865.49,1767.42,1766.57,1766.78,2158.02,2157.08,2157.26,4402.57,4397.8,11.41,27.11
2024-01-22T18:31:07.035626Z,26488.94,26456.3,2051.94,2055.68,2054.65,2145.87,2145.72,2145.63,5210.3,5216.99,5218.91,1872.48,1871.23,1870.97,3644.54,3644.18,84938.46,85052.51,10278.83,10276.23,10284.31,2573.02,2568.93,2568.71,3055.42,3055.2,3055.11,4687.96,4688.02,4687.93,13990.63,13991.72,29315.84,29336.17,7150.06,7153.45,7144.46,3488.05,3499.63,3499.63,5643.94,5642.65,5642.51,4509.91,4508.24,4510.64,50734.23,50779.8,3562.46,3562.64,1368.23,1366.93,1366.7,2865.21,2865.29,2866.2,1767.18,1766.39,1764.62,2156.53,2160.52,2159.37,4402.62,4401.95,10.58,27.12
2024-01-22T18:31:09.915975Z,26488.63,26487.38,2054.57,2053.74,2054.14,2146.32,2146.21,2145.7,5217.58,5211.66,5217.11,1870.51,1870.56,1870.95,3644.53,3641.44,84993.09,85011.5,10278.75,10269.47,10277.24,2569.33,2568.92,2568.95,3054.86,3050.61,3050.93,4688.5,4691.2,4688.75,14005.61,13994.7,29365.24,29328.63,7153.86,7153.57,7152.73,3493.69,3494.06,3494.68,5648.94,5642.57,5649.0,4511.44,4510.73,4512.46,50784.62,50768.55,3559.37,3557.29,1368.74,1368.15,1367.11,2865.32,2864.92,2865.68,1765.28,1766.63,1766.65,2159.3,2158.39,2158.77,4407.0,4402.37,9.98,27.15
2024-01-22T18:31:12.765061Z,26507.16,26471.19,2054.1,2053.36,2051.4,2145.46,2149.77,2149.85,5213.53,5212.87,5212.66,1868.83,1868.03,1872.92,3648.21,3641.95,85028.64,85023.23,10269.63,10275.93,10263.77,2564.9,2564.43,2571.12,3058.94,3054.88,3055.14,4681.4,4685.28,4680.96,13991.05,13972.61,29332.36,29352.84,7152.16,7160.61,7152.13,3491.7,3491.42,3487.12,5639.57,5632.79,5639.81,4512.68,4508.88,4513.52,50758.63,50780.97,3561.89,3561.98,1366.54,1367.03,1365.27,2861.54,2868.95,2868.93,1766.77,1765.98,1766.13,2159.33,2158.53,2158.97,4401.46,4399.92,9.64,27.15
