ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,humidity,temperature,class
41245.4,41243.3,3052.4,3051.8,3052.1,2675.6,2675.2,2675.4,7111,7110.7,7110.2,2234.4,2234.2,2235.4,5039.6,5038.9,115022.7,115127.5,14614.8,14612.1,14615.4,3205,3204,3203.1,3476.5,3476.7,3476.7,5512.9,5512.5,5513.2,22195.2,22197.7,37898.5,37932,8130,8128.6,8128.2,4393.2,4392.4,4393.3,6670.6,6671,6670.9,5105.6,5104.4,5105.3,88000.8,88009.3,4936.2,4935.7,1702.2,1700.8,1700.9,4190.7,4190,4190.1,2412.3,2411.1,2411.6,2599.6,2598.3,2598.6,6043.2,6043.4,15.4,27.65,5
41227,41231.2,3051,3050.8,3050.7,2675.3,2675.2,2675.5,7104.6,7103.9,7104.2,2234.2,2233.5,2234.1,5036.4,5036.3,114986.8,115021.2,14611.6,14610.2,14606.7,3204,3202,3202.3,3475.2,3475.2,3474.9,5514.1,5513.8,5513.9,22190.4,22189.8,37863.4,37855.6,8125.7,8127.6,8126.4,4389.8,4390.1,4390.6,6668.6,6667.1,6665.5,5102.7,5099.9,5101.5,87967.9,87955.2,4935.2,4936.1,1701.2,1699.8,1699.8,4187,4186.9,4187.6,2410.9,2410.7,2410.4,2599.3,2598.1,2598.9,6043.1,6043,15.37,27.66,5
41215.5,41212.6,3050.3,3049.4,3050.2,2674,2673.9,2674.6,7099.2,7098.5,7099,2232.7,2232.1,2232.9,5034.6,5034.2,114908.5,114928.7,14606.3,14597.9,14600.5,3203.7,3202.5,3201.8,3473.6,3474,3474,5509.2,5509.9,5509,22186.8,22185.9,37884.2,37879,8126.8,8127.5,8127.7,4389.2,4388.7,4389.5,6663,6662.3,6663.3,5103.4,5103.4,5101.8,87940.7,87950.7,4934.7,4936.1,1700.8,1699.4,1699.5,4183.9,4184.1,4184.1,2410.1,2409.1,2409.7,2598.7,2597.5,2598.1,6039.3,6038.9,15.47,27.620001,5
41191.9,41201.7,3048.5,3048,3048.4,2672.6,2673,2673,7096.1,7095.7,7096.2,2232.7,2232.3,2232.8,5034.2,5033.8,114971.1,115057.1,14600.7,14600.5,14596.7,3202.8,3202.1,3201.2,3473,3472.7,3472.5,5508.2,5507.7,5508.1,22180.1,22181.4,37866.5,37850.9,8124.9,8122.6,8123.1,4387.8,4386.8,4386.9,6659.6,6657.7,6656.4,5100.4,5098.8,5097.3,87900.8,87859.7,4932.4,4933.2,1699.6,1698.7,1698.5,4180.6,4180.5,4181.1,2409,2408.8,2409.4,2597,2597.6,2597.3,6039.5,6038.4,15.65,27.66,5
41189.8,41185.8,3048.2,3047.6,3047.7,2672.4,2672.1,2672.8,7091.2,7090.5,7090.2,2231.8,2232.1,2232.2,5032.3,5031.6,114981.6,114896.2,14588.4,14582.9,14581.1,3201.7,3200.8,3200.2,3471.4,3471.6,3471.3,5506.5,5505.8,5505.5,22180.5,22178,37862,37844.4,8122.1,8122.9,8122.3,4385.5,4384.8,4385.2,6655,6652.9,6653.7,5097.2,5095.2,5096.7,87852.7,87820.5,4930.8,4930.6,1699.5,1698.1,1698.1,4176.8,4177,4178.1,2408.4,2407.4,2407.7,2597.9,2597.7,2599,6034.6,6033.5,15.46,27.629999,5
41176.7,41172.9,3047.3,3046.6,3046.8,2671.6,2670.7,2670.8,7086.4,7085.5,7086.1,2230.4,2230.4,2230.6,5030.3,5030,114861.4,114886.6,14585.9,14586,14575.7,3200.4,3199.8,3198.6,3470.5,3470,3470,5504.7,5504.8,5505.2,22171.4,22170.5,37856.3,37851.9,8120.4,8120.9,8119.9,4383.4,4382.4,4383.2,6650.3,6648.6,6649.1,5093.8,5093.8,5095.1,87795.1,87812.1,4928.3,4927.9,1698.9,1697.5,1697.4,4173.5,4173.7,4174.4,2407.2,2406.9,2406.9,2600,2599,2596.4,6034.6,6034.3,15.34,27.629999,5
41162.8,41157.5,3045.2,3045,3045,2669.9,2669.5,2669.9,7081.1,7080.1,7080.3,2229.9,2229.9,2230.3,5028.6,5027.9,114887.8,114876,14572.3,14578.8,14569.8,3199.2,3198.3,3197.9,3468.9,3468.6,3468.8,5503.7,5503.9,5505.1,22167.7,22170.6,37808.2,37824.4,8118,8118.3,8118.1,4381.2,4381.5,4381.6,6647.1,6645.5,6645.3,5091.6,5091.8,5092.3,87757.8,87734.8,4927.2,4926.6,1698.1,1697.2,1697.1,4170.9,4170.4,4171.3,2406.1,2405.5,2405.6,2595,2595.7,2597,6033.6,6033.8,15.32,27.629999,5
41136.4,41142.3,3044.6,3044.5,3044.4,2668.6,2668.5,2669,7075.1,7074.2,7074.3,2229.5,2229.5,2230.5,5025.8,5025.7,114948,114878.9,14574.1,14572.2,14572.3,3198,3197.1,3196.6,3467.6,3467.5,3467.7,5503,5502.6,5502.1,22163.2,22164,37819.5,37832.4,8112.3,8112.6,8111.9,4379.3,4378.1,4378.5,6642.1,6640.4,6639.8,5088.9,5089.5,5089,87741.1,87754.8,4923.7,4924.3,1698.1,1696.3,1696.3,4167.9,4167.5,4168.8,2405.2,2404.2,2404.7,2594.4,2594.2,2594.5,6030.2,6030.8,15.25,27.610001,5
41121.6,41125.2,3044.1,3043.4,3044.4,2667.7,2667.4,2667.6,7071.7,7071.7,7071.1,2230.4,2230.4,2230.7,5024.9,5024.6,114882.2,114918.6,14557.8,14564.4,14561.2,3197.5,3196.2,3195.8,3466.1,3465.9,3466,5499.4,5499.9,5499.2,22151.6,22148.2,37768.5,37765,8112.5,8111,8112.3,4376.9,4376.5,4376.7,6638.9,6637.6,6638.5,5085.4,5085.3,5088.2,87685,87691.6,4923.3,4923.7,1697.6,1696.6,1696,4165.3,4165.3,4166.5,2404.3,2403.7,2404,2593.9,2594.4,2594.4,6030.4,6029.1,15.31,27.620001,5
41099.7,41106.9,3042.8,3041.9,3042.6,2666.3,2666.3,2666.2,7066.3,7066.1,7066.1,2228.1,2228.6,2228.6,5022.8,5022.7,114810.2,114897.6,14557.4,14564.8,14553.1,3197.7,3196.4,3195.4,3464.7,3464.7,3464.5,5498.2,5498.6,5498.8,22155.8,22149.4,37778.3,37757.9,8109.5,8110.5,8110.3,4375.1,4374.5,4375.2,6636.4,6633.8,6634.8,5083.2,5086.5,5085.5,87616.7,87614.6,4920.1,4921.4,1697.2,1695.9,1695.8,4162.2,4161.6,4162.7,2403.4,2402.7,2402.5,2592.3,2592.6,2592.9,6026.1,6026.9,15.32,27.620001,5
41089.4,41086.9,3041.7,3041.1,3041.6,2666.1,2665.8,2666,7062.9,7061.5,7061.3,2228.7,2228,2228.6,5020.8,5021.1,114763.5,114784,14553.7,14551.4,14550.3,3196.1,3194.8,3194.6,3463.7,3463.7,3463.7,5495.9,5495.6,5496.2,22150.3,22148.6,37733,37731,8106.9,8106.3,8107.9,4373.3,4372.4,4372.8,6632.7,6630.9,6631,5083.4,5081.9,5082.7,87593,87584.3,4920.4,4921,1696.3,1695.1,1695,4159.4,4159.1,4160,2402.4,2402,2402,2592.6,2592.2,2591.8,6025.4,6026.5,15.29,27.65,5
41079.2,41082.4,3040.5,3040,3040.2,2664.5,2663.8,2664.4,7056.7,7056.4,7056.7,2227.9,2228.1,2228.3,5019.3,5018.6,114855.4,114835.8,14547.8,14548.5,14540.9,3195.2,3194.4,3193.6,3462.4,3462.4,3462.3,5495.2,5494.5,5494.5,22141.7,22141.6,37753.2,37731.9,8102.3,8102.5,8103.6,4371.4,4370.7,4371.3,6627.2,6627.4,6626,5082.1,5080.1,5081.6,87573.8,87569.9,4917.4,4918.4,1695.7,1694.5,1694.4,4156.4,4156.6,4156.9,2401.7,2400.8,2400.9,2592,2592.3,2592.7,6022.1,6023.2,15.31,27.59,5
41068,41064.9,3040.1,3039.4,3039.5,2663.9,2663.8,2664,7053.3,7052.9,7053.2,2227.5,2227.9,2228.5,5017.9,5017.5,114767.4,114768.7,14546.4,14539,14534.9,3194.7,3193.8,3192.8,3461.1,3461.3,3461,5492.2,5492.3,5493,22146.3,22145.2,37727.7,37724.4,8104.7,8103.6,8104,4369.7,4369.4,4369.7,6624.1,6622.3,6623,5080.3,5080.2,5078.9,87513.3,87516.1,4917.3,4917,1695.1,1693.9,1693.8,4154,4152.9,4153.9,2401.3,2400.8,2400.5,2592,2591.6,2590.8,6021.8,6022.8,15.35,27.610001,5
41042,41041.6,3039,3038.9,3038.9,2661.9,2661.6,2662,7048.4,7047.6,7047.7,2225.6,2225.8,2225.7,5015.3,5015.2,114736.5,114655.2,14541.2,14537.7,14532.4,3194.3,3192.7,3191.6,3460.1,3459.6,3459.8,5492.3,5491.7,5492.7,22130.4,22128.7,37690.9,37684.7,8099.7,8098.9,8100.2,4367.3,4366.8,4367.7,6620.4,6618.4,6619,5079.1,5079.1,5077.2,87538.5,87492.5,4914.9,4916.1,1694.3,1693.1,1693.1,4150,4149.7,4150.3,2400.2,2399.9,2399.9,2590.2,2590,2590.2,6020.4,6020.3,15.38,27.58,5
41031.9,41036.1,3038,3037.5,3037.8,2661.1,2660.6,2660.7,7043.8,7043.6,7043.3,2225.1,2225.6,2225.2,5013.6,5013.1,114758.3,114762.1,14538.8,14531.8,14536.4,3193.4,3191.7,3191.6,3459.5,3459.6,3459.1,5490.5,5490.3,5490.8,22133.2,22131.4,37692.5,37691.8,8098.8,8099.2,8097.9,4366,4365.2,4366.1,6618.2,6615.9,6617,5077.7,5076.9,5076.4,87510,87489.8,4914.7,4914,1694.5,1693.1,1693,4146.7,4146.5,4147.1,2398.9,2397.9,2397.9,2590.2,2589.7,2589.7,6018.7,6017.6,15.41,27.59,5
41008.7,41017.8,3036.7,3036.2,3036.3,2659.1,2658.8,2659.8,7038.5,7038.4,7037.9,2225.1,2224.6,2225,5011.5,5011.2,114693.9,114702.1,14535.7,14528.8,14533.7,3192.5,3191.3,3190.5,3458.2,3458.1,3458.1,5489.1,5489.3,5489.9,22129.1,22124.8,37687.5,37698.8,8097.1,8097.7,8098.3,4364,4363.5,4364.2,6613.5,6612.7,6612.5,5074.1,5073.5,5072.6,87494.3,87488.5,4911.1,4911.7,1693.9,1692.5,1692.4,4144.5,4144.5,4144.9,2397.8,2397,2397.2,2588.1,2588.3,2588.7,6016.9,6017.2,15.35,27.59,5
40992.8,40988.3,3035.6,3034.5,3035,2658.3,2658.5,2659.2,7034.6,7033.7,7034.1,2223.8,2223.5,2224.4,5010.4,5010.4,114650.2,114679.6,14526.3,14516.8,14518,3192,3190.5,3190.4,3456.7,3457,3456.8,5488.4,5488.1,5488.3,22116.5,22115.1,37668.2,37691,8095,8093.9,8095.8,4362.9,4361.7,4362.5,6610.4,6609.4,6609.5,5076.4,5076.5,5074.2,87395,87401.8,4911.3,4911.7,1693.4,1692.3,1692.1,4141.7,4141.5,4142,2397.6,2396.8,2397.1,2587.6,2587.8,2588.2,6013.6,6014,15.42,27.610001,5
40993.8,40996.5,3034.8,3034.1,3034.8,2657.9,2658,2658.3,7030.8,7030.6,7029.5,2223.2,2222.9,2223.4,5008.5,5008,114678.7,114645.6,14523.6,14518,14520.8,3190.6,3189.3,3188.7,3455.9,3455.6,3455.7,5485.6,5485.5,5485.1,22106.5,22111.7,37635,37631.1,8091,8091.5,8091.6,4360.9,4360.1,4361.8,6606.3,6606.8,6607.9,5070.6,5068.7,5071.2,87410.2,87400.3,4909.1,4908.7,1692.8,1691.7,1691.5,4139.4,4139.7,4140.2,2393.9,2393.8,2393.9,2587.7,2587.1,2588,6015.3,6014.7,15.35,27.58,5
40979.9,40973.6,3034.6,3034.3,3034.2,2656.4,2656.6,2656.7,7026.1,7025,7025.2,2222.8,2222.6,2223.5,5006.5,5006.2,114655.9,114601.7,14522.1,14521.7,14517.6,3189.8,3188.5,3188.1,3455,3454.8,3454.9,5483.7,5484.1,5484.4,22104.5,22104.1,37593.9,37588.1,8091.5,8091.2,8092.2,4359.9,4359.4,4359.8,6606.8,6605.9,6606.4,5069,5069.7,5069.6,87371.5,87353.8,4906.2,4906.4,1692.1,1690.9,1691,4136.8,4136.3,4137.6,2395.3,2394.3,2394.3,2587.5,2586.7,2587.7,6013.1,6011.6,15.45,27.58,5
40963.3,40953.3,3032.3,3032.3,3032.3,2656.7,2656.4,2656.6,7021.2,7020.4,7021.2,2222.1,2221.4,2222.3,5005.5,5005,114699.1,114619.3,14516.8,14518.7,14513.9,3189.6,3188.5,3188.4,3453.6,3453.6,3453.4,5483.5,5483.1,5482.4,22096.8,22093.9,37600.1,37598.5,8089.1,8089.7,8087.3,4358,4357.4,4357.6,6601.5,6600.4,6599.9,5069.5,5069.3,5071.1,87380.7,87346.6,4905.9,4906.6,1691.6,1690.3,1690.5,4133.8,4134.3,4135,2394.5,2393.9,2394.6,2587.2,2586.5,2586.9,6010.6,6010.4,15.39,27.559999,5
40938.2,40939.5,3032,3031.3,3031.6,2655.2,2654.9,2655.3,7017.6,7017.4,7017.7,2222,2222.3,2222.4,5003.5,5003.2,114623.8,114654.8,14507.8,14508,14500.5,3189.1,3187.9,3187,3452.7,3452.8,3452.4,5480.7,5480.1,5480.5,22092.6,22095.3,37602.7,37591.3,8086.9,8086.1,8084.3,4357.6,4356.9,4356.7,6599.1,6598.1,6597.9,5068.7,5069.7,5068.3,87308.5,87281.9,4903.8,4903.4,1690.5,1689.5,1689.4,4132.1,4131.7,4132.3,2393.4,2393,2393,2586.5,2585.8,2586.1,6009.8,6008.6,15.47,27.58,5
40918.4,40934.2,3031.9,3031.3,3031.6,2653.3,2653,2653.6,7013.8,7014.1,7013.4,2221.5,2221.6,2222.5,5002.3,5002.2,114587.9,114661.9,14501.4,14498.1,14495.8,3188.1,3187.6,3187.1,3451.4,3451.6,3451.4,5481.5,5481.1,5481.2,22083.2,22082,37606,37600,8084.9,8085.1,8082.9,4357,4356.5,4356.6,6598.6,6598.7,6597.1,5068.3,5067.4,5068.5,87291.4,87310.2,4903.5,4903,1690.5,1689.6,1689.2,4129.1,4129.1,4129.9,2392.1,2391.8,2392,2586.1,2586,2586.3,6009.3,6007.8,15.51,27.559999,5
40897.8,40895.2,3030.7,3030.3,3030.6,2651.7,2652,2652.5,7010.5,7009.8,7009.7,2221.2,2220.5,2221,5001.4,5000.5,114477.7,114410.3,14493.9,14488,14498.2,3187.6,3186.7,3185.9,3450.7,3450.7,3450.6,5479.3,5479.4,5480.5,22089,22091.5,37657,37617,8082.1,8082.4,8082.7,4355.9,4355.1,4356.1,6594.3,6593.6,6592.9,5067.5,5066.6,5066.5,87236.6,87207.9,4902.3,4902.4,1690.1,1688.7,1689,4126.9,4126.4,4127.5,2391.4,2391.1,2390.9,2587.7,2587,2587.6,6006.9,6005.5,15.48,27.59,5
40904,40896.4,3029.5,3028.5,3029.1,2652,2651,2651.9,7006.5,7005.4,7005.2,2219.5,2219.8,2220,4998.3,4998.7,114497.6,114468.6,14488.9,14490.4,14484.2,3186.2,3184.8,3184.6,3449.2,3449.1,3449.4,5479,5479.2,5479.6,22084.5,22083.8,37612.3,37600.9,8080.8,8077.8,8078.9,4354.5,4353.7,4353.9,6592.9,6591.1,6592,5065.8,5064.8,5066.9,87235.8,87226.5,4900.4,4900.5,1689.5,1688.5,1688.3,4124.8,4124.5,4125.1,2391.3,2390.6,2390.2,2583.8,2584,2584.3,6005.4,6004.7,15.45,27.559999,5
40885.6,40887.4,3028.2,3027.8,3028,2650.5,2650.7,2650.7,7001.1,7000.2,7000.3,2219.3,2218.8,2218.9,4996.3,4995.9,114431.8,114459.6,14475.2,14480.1,14479.6,3185,3184.3,3183.9,3448.2,3448,3448,5477.9,5478,5478.6,22076.2,22077.8,37614.8,37616.8,8080.2,8078.5,8079.8,4352.2,4351.9,4352.9,6590.5,6588.3,6588,5061,5060.2,5064.3,87214.6,87210.8,4898.6,4899.1,1689,1687.7,1687.8,4124,4123.2,4124.1,2391,2390.5,2390.1,2582.9,2582.1,2582.5,6003.4,6003.6,15.45,27.559999,5
40878.8,40883.7,3028.1,3027.6,3027.6,2649.6,2649.7,2649.7,6998.4,6998.4,6997.4,2217.9,2218.3,2218.8,4995.3,4995.3,114517.1,114522.4,14470.6,14473.4,14467.9,3185.9,3184.3,3184.1,3447,3447,3446.8,5476.3,5475.3,5475.7,22074.6,22075.9,37595.7,37622.5,8078.2,8078.9,8077.6,4351.2,4350.9,4351.6,6590,6589.1,6588.7,5064.2,5060.9,5061.8,87216,87189.6,4898,4897.5,1688.9,1687.8,1687.5,4122,4121.6,4122.5,2390.1,2388.9,2389.1,2582.4,2582,2583,6002.6,6003.4,15.51,27.58,5
40854,40864.2,3027.3,3026.6,3026.7,2649.3,2649.1,2649.9,6994.9,6995.1,6994.6,2218.3,2217.7,2218.8,4993.9,4993.6,114495.8,114424,14473.6,14468,14463.8,3185.5,3183.9,3183.4,3446.3,3446.5,3446.4,5473.3,5472.1,5471.9,22064.3,22068.3,37573,37584.3,8074.4,8073.7,8075,4350,4349.7,4349.8,6585.9,6584.5,6585.3,5061.9,5060.1,5062.7,87135.9,87152.7,4895.6,4896.1,1688.7,1687.2,1687.4,4120.6,4121,4121.9,2389.6,2388.7,2388.4,2582.7,2581.7,2582.2,6003.1,6003.3,15.57,27.559999,5
40843.7,40839.8,3026.7,3026.1,3026.6,2649.2,2649.2,2649.6,6994.4,6993.6,6993.5,2217.9,2217.6,2217.4,4993,4992.9,114524.9,114481.9,14475.5,14475.1,14477.2,3184.1,3183.2,3182.6,3445.3,3445.6,3445.4,5472.3,5472,5473,22064.6,22069.3,37575.9,37576,8073.4,8073.7,8074.7,4349.1,4349,4348.9,6584.5,6584.2,6584.8,5058.8,5059.8,5058.7,87158.6,87168.8,4895,4896,1688.1,1687.2,1686.9,4118.6,4118.9,4119.4,2389.6,2388.6,2388.7,2581.4,2580.1,2581.6,6002.6,6001,15.84,27.559999,5
40838.2,40840.1,3026.7,3026.1,3026.4,2648.4,2648.4,2648.9,6992.3,6991.6,6991.3,2216.2,2216.1,2216.8,4991.7,4991.5,114476,114456.9,14483.2,14480.8,14477.3,3184.3,3182.9,3182.3,3445.2,3445.3,3445.4,5473.8,5472.5,5472,22063.9,22066.5,37563.6,37560.8,8071.3,8071.7,8071.3,4349.9,4348.9,4349.3,6586.7,6584,6584.3,5058,5059.6,5058.6,87167.4,87214.4,4894.9,4894.7,1688.3,1687.2,1687.3,4119.2,4119.3,4119.6,2390.4,2389.6,2389.8,2581.2,2581.4,2581.3,6002.1,6000.5,15.94,27.549999,5
40826.2,40830.1,3026.3,3025.8,3026.2,2648.4,2648.2,2648.5,6992.3,6991.6,6991.5,2216.5,2216.5,2217.4,4991.8,4991.4,114530,114455,14470.7,14467.3,14464.4,3183.8,3182.6,3182.6,3445.4,3445.4,3445.2,5471.8,5471.4,5471.9,22058.4,22057,37539.1,37566.1,8072.2,8073,8072.6,4350.5,4349.8,4350.5,6585.4,6584.6,6584.8,5059.7,5057.8,5059.2,87163.6,87181,4893.9,4894.4,1688.1,1687.1,1687.1,4120.4,4120.1,4121.3,2389,2388.4,2388.6,2582.3,2582.1,2583.6,6001.6,6001.3,16.09,27.559999,5
40834.8,40825,3025.5,3025.1,3025.6,2648.4,2648.5,2648.7,6991.2,6990.8,6990.3,2216.8,2217,2217.4,4991,4990.8,114521.9,114581.3,14476.7,14471.5,14472.9,3184.9,3183.9,3183,3444.9,3444.6,3445,5470.6,5468.9,5469.8,22071,22068,37553.5,37561.9,8072.5,8071.2,8071.8,4349.7,4349.3,4349.5,6585.7,6585.4,6585.3,5059.7,5058.5,5058.7,87187,87174.5,4894.2,4893.8,1688.1,1686.9,1686.9,4119.1,4119.4,4120.2,2390.2,2389.1,2389.7,2583.7,2583.1,2582.6,6001.8,6000.3,16.23,27.530001,5
40820.4,40817.8,3025.6,3024.8,3024.9,2648.4,2647.8,2647.9,6992.1,6991.8,6991.6,2217,2216.7,2217.2,4991.4,4990.9,114495.8,114572.3,14477,14469.7,14476.2,3185.4,3183.6,3182.7,3444.4,3444.4,3444.3,5471.1,5470.9,5471.1,22068.6,22070.1,37544.7,37568.1,8071.5,8071.5,8071.2,4350.5,4350.2,4351.3,6586.7,6583.9,6584.5,5058.4,5059.6,5061.6,87194.4,87193.1,4893.3,4893.6,1688.2,1687.2,1687.1,4119.3,4119.4,4120.6,2389.4,2389,2389.5,2583.3,2582.4,2582.9,6000.6,6000.1,16.209999,27.530001,5
40818.3,40816.9,3026,3025.5,3025.7,2647,2648.1,2647.7,6991.2,6990.8,6990.4,2216.2,2215.8,2216.5,4989.5,4989.2,114545.2,114465.3,14467.1,14464,14466.1,3185,3183.3,3183.2,3444,3444.2,3444.1,5470.2,5469.3,5469.5,22062.9,22057.9,37604.3,37567,8073.7,8072.3,8070.5,4350.3,4349.9,4350.4,6587.5,6585.2,6585.3,5060.7,5061,5062.3,87228.5,87238.8,4892.7,4892.9,1687.9,1686.6,1686.6,4119.2,4118.7,4119.6,2390.9,2389.8,2389.6,2581.9,2581.7,2582,6000.7,6000.1,16.16,27.549999,5
40804.4,40813.1,3025.6,3025.2,3025.5,2647.3,2647.1,2647.6,6990.6,6990,6990.5,2216.5,2216.5,2217.3,4989.4,4989.8,114301.4,114358.1,14474.2,14471.1,14469.1,3184.4,3183.7,3182.8,3443.9,3443.6,3443.6,5468.7,5469.1,5469.3,22066.6,22063.8,37565,37576.7,8072.3,8072.6,8072.3,4351.1,4350.4,4351,6586.9,6585.4,6584.8,5061,5061.7,5060.3,87178.5,87169.5,4892.9,4893.2,1687.8,1686.5,1686.6,4118.7,4118.3,4119.2,2389.1,2388.2,2388.8,2582.1,2582.4,2583.4,6000,5998.4,16.209999,27.530001,5
40823.2,40822.8,3025.8,3024.6,3024.7,2646.3,2646.6,2647,6990.8,6991,6990.8,2216.7,2216.5,2217,4989.5,4989,114343.8,114356.4,14466.7,14463.2,14461,3185.1,3184.6,3183.8,3444.1,3443.5,3443.7,5469.7,5469.8,5470.6,22065.7,22065.8,37579.7,37574.7,8071.7,8072.7,8072.8,4350,4349.1,4350,6584.8,6584.8,6584.9,5061.7,5060.5,5060.5,87226.2,87204.8,4891.7,4892.2,1688.2,1687,1687,4118.6,4118.8,4118.9,2388.4,2387.5,2388,2582.3,2581.8,2582.2,6001.4,6001.1,16.200001,27.530001,5
